name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,zipcode,2020_Number_of_Units,2020_Occupied_Units,2020_Vacant_Units,2020_Median_Rooms,2020_Median_Value,2020_Median_Monthly Costs,2020_Median_Rent,2020_Owner_Occupied_Units,2015_Number_of_Units,2015_Occupied_Units,2015_Vacant_Units,2015_Median_Rooms,2015_Median_Value,2015_Median_Monthly Costs,2015_Median_Rent,2015_Owner_Occupied_Units,2020_Median_Household_Income,2020_Median_Family_Income,2015_Median_Household_Income,2015_Median_Family_Income
The Gallerie Loft | German Village | Nationwide,10620281,Robert,,Near South,39.94436,-82.99331,Entire home/apt,140,1,88,2022-09-04,4.51,5,168,53,20211038,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
"""Beautifully renovated 5B/3BA 10 Mins to OSU!""",386225551,Lenora,,Far South,39.90511,-82.9934,Entire home/apt,260,30,4,2022-08-26,0.43,2,333,4,,43207,"20,799","18,656","2,143",5.4,"102,700","1,087",908,"11,435","20,172","17,185","2,987",5.3,"84,600","1,039",821,"9,933","50,582","62,298","38,842","45,006"
Historic WB Factory Loft -Short North/Free Parking,194281106,Nicole,,Near North/University,39.97761,-82.99849,Entire home/apt,119,2,166,2022-09-16,8.5,23,217,111,2021-3034,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
EJ Thomas Apt. - Short North w/ Free Parking,194281106,Nicole,,Near North/University,39.984879,-83.000198,Entire home/apt,104,1,64,2022-09-18,3.27,23,328,58,2021-3040,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
"2 BR Apt -> King Bed, Walk Wex Med Ctr, Short Nrth",151454355,Christopher,,Near North/University,39.99121,-83.0086,Entire home/apt,146,1,93,2022-08-29,5.14,1,147,59,2019-3515,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
Charming Clintonville Guest Suite,52174539,Kate & Nat,,Clintonville,40.04729,-83.02378,Entire home/apt,67,2,22,2022-08-05,1.19,25,0,7,2021-3217,43214,"13,806","12,682","1,124",5.6,"285,800","1,730",998,"8,097","13,162","12,323",839,5.8,"211,200","1,575",823,"7,878","76,831","101,544","65,288","92,175"
Victorian Village Getaway with Hot Tub+ Pool table,213387235,Brian,,Near North/University,39.98168,-83.0116,Entire home/apt,443,2,74,2022-09-18,3.89,1,241,45,2021-1068,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
"""Centrally Located Condo""",74221142,Saeed,,Northland,40.10319,-82.91379,Entire home/apt,120,3,35,2022-08-23,2.16,1,49,21,,43081,"27,357","25,850","1,507",5.9,"218,200","1,599","1,161","16,565","24,515","23,195","1,320",5.9,"176,600","1,552",994,"14,504","83,296","96,364","72,250","88,824"
Modern Downtown Luxury Apartment,224493353,Dom,,Downtown,39.96024,-82.99918,Entire home/apt,186,2,75,2022-09-16,3.79,17,340,51,2022-6154,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
Healthy body & soul bnb,133736445,Gail,,South Linden,40.00942,-82.96912,Entire home/apt,70,30,3,2022-06-26,0.28,3,350,3,,43211,"10,296","8,714","1,582",5.2,"58,200",795,871,"3,464","10,527","8,079","2,448",5.3,"57,500",853,762,"3,022","28,610","32,010","23,710","25,253"
Romantic Apartment in Beautiful Neighborhood,159223222,Hannah,,Near North/University,39.98066,-83.00989,Entire home/apt,78,4,58,2022-04-24,3.04,1,124,32,2021-2973,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
PERFECT CONVENTION CENTER  location! LUXURY UNIT,387292151,Nancy,,Downtown,39.97197,-83.00286,Entire home/apt,247,2,50,2022-09-19,2.8,1,290,30,2021-1868,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
Carriage House near Franklin Park,69289743,Sarah,,Near East,39.96836,-82.95915,Entire home/apt,160,2,15,2022-06-19,0.83,3,90,9,2021-1059,43203,"4,894","3,758","1,136",5.2,"188,900","1,149",744,"1,224","4,912","3,429","1,483",5.0,"86,400","1,200",623,822,"36,418","35,137","20,904","20,208"
Beautiful 4 bedroom home with all that you need,44723243,Rich,,Near East,39.97425,-82.98159,Entire home/apt,232,1,20,2022-09-18,6.82,2,321,20,2022-1878,43203,"4,894","3,758","1,136",5.2,"188,900","1,149",744,"1,224","4,912","3,429","1,483",5.0,"86,400","1,200",623,822,"36,418","35,137","20,904","20,208"
Comic Book House - Franklin Park,205256572,Stephanie,,Near East,39.965919,-82.960724,Entire home/apt,205,1,74,2022-09-18,4.29,2,259,52,2021-1050,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
German Village - Beakerloo's The Jeannette,42309439,Lucy & Brent,,Near South,39.94382,-82.99144,Entire home/apt,105,2,69,2022-09-18,3.68,3,291,48,2019-1430,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
★ NEW★ Downtown Luxury Apartment ★ Free Parking,388871907,Young,,Downtown,39.95779,-82.999,Entire home/apt,91,1,82,2022-09-04,4.47,1,239,43,2021-1852,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Near Polaris Shopping Mall and Entertainment!,386379642,Anne,,Far North,40.13727,-82.96975,Entire home/apt,115,2,19,2022-09-11,1.06,1,235,11,2019-2271,43240,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ideal for Business / Vacation! Community Amenities,386376797,Anne,,Far North,40.1198,-83.01502,Entire home/apt,85,2,15,2022-08-29,0.83,1,96,7,2019-2270,43085,"10,514","10,115",399,6.4,"274,300","1,794","1,150","7,236","10,504","10,211",293,6.4,"220,200","1,607","1,009","7,376","93,953","114,258","76,190","95,938"
The McAllister Townhouse,162854680,Robert,,Near East,39.95675,-82.9732,Entire home/apt,112,2,87,2022-09-04,5.09,1,149,48,2019-1852,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
Cozy/Quiet West Side One Bedroom,165422724,Will And Jessie,,Hilltop,39.95541,-83.08227,Entire home/apt,78,1,20,2022-08-27,4.65,1,336,20,2021-2419,43204,"19,186","17,220","1,966",5.4,"117,300","1,102",935,"8,651","19,255","15,560","3,695",5.5,"98,300","1,087",855,"7,550","48,770","55,405","40,729","45,090"
*New Remodel* Historic Olde Towne East/Downtown,73643944,Kevin,,Near East,39.95898,-82.97674,Entire home/apt,341,2,16,2022-07-24,2.49,1,0,16,2022-1260,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
COZY German Village Home w/ Great Outdoor Space,45223436,Arleigh,,Near South,39.94566,-82.989,Entire home/apt,178,1,136,2022-09-10,7.23,4,228,82,2021-1781,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
Home Away From Home Airport/ Easton City Getaway,125418001,Terry,,Northeast,39.98954,-82.93005,Entire home/apt,77,1,111,2022-09-06,6.14,3,337,73,2021-1854,43219,"12,739","11,479","1,260",5.2,"114,500","1,214",960,"5,158","12,401","10,867","1,534",5.1,"82,800","1,062",795,"4,936","40,172","48,690","33,473","40,010"
"Private, Restful, Country Rustic Bedroom",53884276,Theresa,,Near South,39.94953,-82.98006,Private room,48,7,5,2022-08-06,0.3,6,349,2,2019-2243,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
2nd Floor Comfy Room with Nook Near Dwntwn,53884276,Theresa,,Near South,39.94899,-82.97836,Private room,47,7,3,2021-08-21,0.18,6,340,0,2019-2243,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
BEAUTIFUL 2BR SHORT NORTH APARTMENT l FREE PARKING,158439641,GH Hospitality,,Near North/University,39.98152,-83.0031,Entire home/apt,127,2,50,2022-09-05,2.69,52,93,30,2021-2224,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
LOVELY SHORT NORTH 2BR APARTMENT l FREE PARKING +,158439641,GH Hospitality,,Near North/University,39.98105,-83.00357,Entire home/apt,170,2,53,2022-09-05,2.85,52,84,36,2021-2225,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
The Frog Cabin,152907584,Cindy,,Clintonville,40.04876,-83.02391,Entire home/apt,325,1,22,2022-09-05,1.32,2,167,20,2020-2216,43214,"13,806","12,682","1,124",5.6,"285,800","1,730",998,"8,097","13,162","12,323",839,5.8,"211,200","1,575",823,"7,878","76,831","101,544","65,288","92,175"
*King Size Galaxy Apt Downtown*,65045986,Jonniqua,,Downtown,39.95966,-83.00009,Entire home/apt,97,1,59,2022-09-04,3.18,5,161,38,2020-9385,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
Cozy and Modern Short North Carriage House,177205580,Adrian,,Near North/University,39.97978,-83.00864,Entire home/apt,132,2,1,2021-06-30,0.07,6,19,0,2021-3131,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
Housepitality- The Champions Townhouse-5 min to DT,26958698,Benjamin,,Near East,39.95402,-82.96996,Entire home/apt,216,30,29,2022-08-14,1.58,107,87,13,2021-2449,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
"Modern 2BR near DT, 8min walk to Park&Conservatory",128528740,Joe & Ketevan,,Near East,39.95928,-82.95733,Entire home/apt,110,2,41,2022-08-28,2.49,4,298,25,2021-2001,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
Charming Condo near Downtown w/ ★ Private Patio ★,391876166,Blue Dolphin Estates,,Near East,39.97166,-82.98034,Entire home/apt,161,1,57,2022-09-03,3.73,2,355,38,2021-1073,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
"Clean/ Sanitized 4BD/4BA 9 Beds. Safe, Secure",392702716,Bianca,,Near South,39.94934,-82.97355,Entire home/apt,468,2,42,2022-09-11,2.32,2,167,21,2019-1936,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
"Mint House Capitol Square: One Bedroom, Accessible",367697136,Mint House,,Downtown,39.95694,-82.999924,Entire home/apt,269,1,1,2022-03-28,0.17,6,352,1,2021-1812,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mint House Capitol Square: Studio Apartment,367697136,Mint House,,Downtown,39.9565,-83.00098,Entire home/apt,249,1,41,2022-09-10,2.36,6,364,15,2021-1806,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mint House Capitol Square: One Bedroom Apartment,367697136,Mint House,,Downtown,39.95694,-82.999924,Entire home/apt,269,1,27,2022-09-06,1.55,6,364,16,2021-1809,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mint House Capitol Square: One Bedroom Plus,367697136,Mint House,,Downtown,39.95694,-82.999924,Entire home/apt,279,1,25,2022-08-21,1.44,6,364,13,2021-1803,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Mint House Capitol Square: Two Bedroom, Accessible",367697136,Mint House,,Downtown,39.95694,-82.999924,Entire home/apt,324,1,14,2022-09-05,0.88,6,334,9,2021-1814,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mint House Capitol Square: Two Bedroom Apartment,367697136,Mint House,,Downtown,39.95694,-82.999924,Entire home/apt,324,1,32,2022-09-11,1.79,6,350,22,2021-1807,43216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Beautiful Hugh Home for rent. Sleeps up to 15ppl,393117160,D And T Properties,,Southeast,39.86691,-82.87611,Entire home/apt,221,30,36,2022-07-26,2.19,2,356,21,,43125,"6,104","5,948",156,5.3,"167,600","1,416",971,"3,309","5,947","5,403",544,5.7,"128,800","1,319",843,"3,362","68,103","84,047","60,275","65,542"
Short North Italian Village: walkable free parking,28451716,Joe,,Near North/University,39.98615,-83.00278,Entire home/apt,192,1,100,2022-09-18,6.26,1,157,58,2021-2052,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
PERFECT SHORT NORTH 2BR APT l FREE PARKING,158439641,GH Hospitality,,Near North/University,39.9795,-83.00209,Entire home/apt,125,2,63,2022-09-11,3.44,52,86,39,2021-2221,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
SHORT NORTH 2BR APT l STEPS AWAY FROM N HIGH ST,158439641,GH Hospitality,,Near North/University,39.98026,-83.00349,Entire home/apt,144,2,51,2022-09-05,2.79,52,93,29,2021-2223,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
★McGonagall’s Mansion ★ Private Home w/ Gameroom★,90062227,Sam,,Near South,39.93744,-82.97786,Entire home/apt,204,2,97,2022-09-12,5.29,8,345,62,2021-2997,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
When Rustic Roulette meets Precious Metals,6394238,Nikhil,,Near East,39.971,-82.97349,Entire home/apt,370,4,29,2022-09-05,1.82,3,135,21,2021-1079,43203,"4,894","3,758","1,136",5.2,"188,900","1,149",744,"1,224","4,912","3,429","1,483",5.0,"86,400","1,200",623,822,"36,418","35,137","20,904","20,208"
Ohio Hideaway,33532725,Brandon,,Near South,39.95269,-82.97156,Entire home/apt,149,1,156,2022-09-04,8.68,2,70,106,2022-2371,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
The Miller Place,23985955,Raimon,,Near South,39.95328,-82.96093,Private room,42,1,4,2022-09-11,1.74,1,324,4,2022-1805,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
~King Hoover Hideaway w/Nature Views + Fast WiFi + Washer/Dryer!~,27280979,Jesse,,Rocky Fork-Blacklick,40.09971,-82.84979,Entire home/apt,109,30,2,2021-10-22,0.15,37,318,1,,43054,"10,463","9,987",476,6.6,"372,300","2,410","1,393","6,871","8,871","8,467",404,6.9,"301,600","2,346","1,218","6,354","119,947","148,495","109,764","147,702"
~Lovely King 1BR w/Patio + Laundry + Nature Views~,27280979,Jesse,,Far North,40.143,-82.9547,Entire home/apt,119,28,2,2022-08-31,1.07,37,276,2,,43240,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pet Friendly 1 Bedroom 771 Northview F,174256511,Nicholas,,Northeast,39.9859,-82.93425,Entire home/apt,75,2,23,2022-05-27,1.27,32,360,18,2022-2855,43129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Modern and Chic in German & Merion Village Area,177205580,Adrian,,Near South,39.93413,-82.99774,Entire home/apt,134,30,4,2022-03-06,0.28,6,140,3,2021-3132,43207,"20,799","18,656","2,143",5.4,"102,700","1,087",908,"11,435","20,172","17,185","2,987",5.3,"84,600","1,039",821,"9,933","50,582","62,298","38,842","45,006"
★Spacious King 1BR w/Balcony - Perfect For Monthly Rentals!★,27280979,Jesse,,Hayden Run,40.06487,-83.1427,Entire home/apt,109,28,6,2022-06-30,0.47,37,246,5,,43016,"16,442","15,402","1,040",5.3,"329,200","2,286","1,204","8,160","14,399","13,978",421,5.8,"255,100","2,149","1,072","7,790","93,056","122,970","87,158","105,824"
Luxury Dublin/Hilliard 2BR w/Patio + WiFi + Washer/Dryer!,27280979,Jesse,,Hayden Run,40.0634,-83.14311,Entire home/apt,149,28,2,2022-04-18,0.25,37,0,2,,43016,"16,442","15,402","1,040",5.3,"329,200","2,286","1,204","8,160","14,399","13,978",421,5.8,"255,100","2,149","1,072","7,790","93,056","122,970","87,158","105,824"
Short North Luxury Suite w/ FREE Private Parking,457593577,David,,Near North/University,39.98149,-83.00466,Entire home/apt,135,1,102,2022-09-16,6.04,4,354,67,2021-1885,43201,"15,281","13,106","2,175",4.4,"258,900","1,747","1,094","2,215","15,115","11,508","3,607",4.6,"203,700","1,554",858,"2,080","34,884","47,014","25,322","51,458"
Cozy Townhome in Olde Towne East,394409501,Yeshashwork,,Near East,39.96223,-82.9793,Entire home/apt,120,2,35,2022-09-04,2.46,1,141,25,2021-2165,43205,"7,366","5,510","1,856",5.6,"211,600","1,492",755,"1,949","7,271","5,205","2,066",5.7,"102,800","1,120",690,"1,791","40,559","44,420","30,491","32,843"
❤️ ENTIRE PRIVATE HOME | SLEEPS 2-8 | 5min->DTWN ❤️,43303445,Steve,,Hilltop,39.946514,-83.045265,Entire home/apt,86,2,106,2022-09-12,6.01,1,242,65,2021-4678,43223,"10,276","8,786","1,490",5.3,"84,700","1,026",845,"4,179","11,017","8,524","2,493",5.3,"79,000",999,734,"4,006","41,292","47,624","29,167","37,020"
A LITTLE COUNTRY IN THE CITY,394706294,Renatha,,Northeast,40.00976,-82.90552,Entire home/apt,296,2,15,2022-06-24,0.87,1,79,5,,43219,"12,739","11,479","1,260",5.2,"114,500","1,214",960,"5,158","12,401","10,867","1,534",5.1,"82,800","1,062",795,"4,936","40,172","48,690","33,473","40,010"
Country Cottage Living in the Heart of the City,37618289,Carrie,,Far Northwest,40.091297,-83.054367,Entire home/apt,99,30,2,2022-07-02,0.18,2,353,2,,43235,"19,512","18,505","1,007",5.5,"256,900","1,800","1,178","10,358","18,929","17,941",988,5.3,"211,900","1,646",962,"9,405","77,951","106,974","66,141","85,202"
Lake view apartment,391294153,Ped,,Greenlawn/Frank Road,39.88494,-83.04598,Entire home/apt,47,90,0,,,1,180,0,,43123,"26,409","25,432",977,6.2,"183,400","1,483","1,075","18,881","25,373","23,044","2,329",6.1,"148,600","1,452",891,"16,441","75,644","92,048","63,567","73,428"
Convenient apt near Children’s hospital-2 guests,54769683,Annie,,Near South,39.94628,-82.97644,Entire home/apt,55,1,6,2022-01-29,0.58,13,0,6,2021-2944,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
Clean & comfy apt by Children’s Hospital-sleeps 2,54769683,Annie,,Near South,39.94706,-82.97733,Entire home/apt,55,1,7,2022-02-13,0.39,13,0,4,2021-2945,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
ShortNorth Studio Steps to ConventnCntr &Nightlife,160931077,Joy,,Near North/University,39.97541,-83.00421,Entire home/apt,168,1,101,2022-09-15,6.5,3,344,70,2021-2141,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
Margaret - Gorgeous 1/1 in heart of German Village,17299124,Katie,,Near South,39.94467,-82.99182,Entire home/apt,144,2,45,2022-09-18,2.69,3,67,22,2021-2009,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
Short North Suite - Modern Condo + Downtown Views,395533842,Nick,,Near North/University,39.97487,-83.00303,Entire home/apt,177,2,57,2022-09-05,3.32,1,160,30,2021-1945,43215,"10,791","9,609","1,182",3.3,"324,000","1,975","1,215","1,891","9,281","8,170","1,111",3.3,"254,700","1,975",920,"1,728","64,368","92,708","52,178","125,239"
★ Hook’s Lair ★ Four Bedroom House with Arcade ★,90062227,Sam,,Near South,39.9379,-82.98014,Entire home/apt,162,2,54,2022-09-11,3.06,8,353,35,2021-2996,43206,"12,274","10,435","1,839",5.4,"197,400","1,441",994,"5,060","12,275","9,783","2,492",5.5,"97,100","1,214",854,"4,491","59,082","63,346","43,810","44,618"
